pre,post,synapse_type,weight
DD6,MDR22,chemical,3
DD6,MDR23,chemical,9
DD6,MDR24,chemical,5
DD6,VD13,chemical,3
DVA,AIZL,chemical,5
DVA,AIZR,chemical,3
DVA,AQR,chemical,6
DVA,AUAL,chemical,4
DVA,AUAR,chemical,8
DVA,AVAL,chemical,6
DVA,AVAR,chemical,2
DVA,AVBL,chemical,1
DVA,AVBR,chemical,1
DVA,AVDR,chemical,2
DVA,AVEL,chemical,19
DVA,AVER,chemical,17
DVA,DA2,chemical,1
DVA,DB2,chemical,2
DVA,DB3,chemical,3
DVA,DB4,chemical,1
DVA,DB7,chemical,1
DVA,MVL22,chemical,2
DVA,PDEL,chemical,2
DVA,PVCL,chemical,4
DVA,PVCR,chemical,1
DVA,PVPR,chemical,3
DVA,PVR,chemical,2
DVA,RIAL,chemical,3
DVA,RIAR,chemical,4
DVA,RIMR,chemical,5
DVA,RIR,chemical,4
DVA,SAADR,chemical,5
DVA,SAAVL,chemical,3
DVA,SAAVR,chemical,1
DVA,SABD,chemical,2
DVA,SMBDL,chemical,6
DVA,SMBDR,chemical,6
DVA,SMBVL,chemical,5
DVA,SMBVR,chemical,6
DVA,SMDVL,chemical,1
DVA,URXL,chemical,1
DVA,URYDL,chemical,3
DVA,VA12,chemical,1
DVA,VA2,chemical,2
DVA,VA6,chemical,1
DVA,VA8,chemical,1
DVA,VB1,chemical,1
DVA,VB11,chemical,2
DVA,VB7,chemical,1
DVA,hyp,chemical,1
DVB,AVL,chemical,21
DVB,DA8,chemical,10
DVB,DD6,chemical,10
DVB,DVC,chemical,5
DVB,PDA,chemical,2
DVB,PHCL,chemical,2
DVB,PVPL,chemical,10
DVB,VD13,chemical,1
DVB,hyp,chemical,12
DVB,int,chemical,13
DVB,mu_intL,chemical,3
DVB,mu_intR,chemical,1
DVC,AIBL,chemical,3
DVC,AIBR,chemical,3
DVC,AVAL,chemical,14
DVC,AVAR,chemical,16
DVC,AVBL,chemical,1
DVC,AVKL,chemical,2
DVC,CEPshVR,chemical,2
DVC,MVR20,chemical,2
DVC,PVDR,chemical,1
DVC,PVT,chemical,1
DVC,RIBL,chemical,2
DVC,RIBR,chemical,6
DVC,RIGL,chemical,16
DVC,RIGR,chemical,13
DVC,RIVR,chemical,2
DVC,RMFL,chemical,14
DVC,RMFR,chemical,9
DVC,URAVL,chemical,1
DVC,VD9,chemical,2
FLPL,ADEL,chemical,22
FLPL,ADER,chemical,3
FLPL,AIBL,chemical,3
FLPL,AIBR,chemical,3
FLPL,AVAL,chemical,33
FLPL,AVAR,chemical,48
FLPL,AVBL,chemical,22
FLPL,AVBR,chemical,22
FLPL,AVDL,chemical,30
FLPL,AVDR,chemical,34
FLPL,DD1,chemical,6
FLPL,DVA,chemical,1
FLPL,FLPR,chemical,2
FLPL,PVCR,chemical,6
FLPL,RIS,chemical,1
FLPL,VA1,chemical,5
FLPL,hyp,chemical,4
FLPR,ADAL,chemical,1
FLPR,ADAR,chemical,1
FLPR,ADER,chemical,6
FLPR,AVAL,chemical,23
FLPR,AVAR,chemical,10
FLPR,AVBL,chemical,30
FLPR,AVBR,chemical,11
FLPR,AVDL,chemical,25
FLPR,AVDR,chemical,8
FLPR,AVEL,chemical,21
FLPR,AVER,chemical,7
FLPR,AVJL,chemical,2
FLPR,AVJR,chemical,2
FLPR,DVA,chemical,6
FLPR,FLPL,chemical,14
FLPR,PVCL,chemical,2
FLPR,VB1,chemical,1
FLPR,hyp,chemical,3
HSNL,ADLL,chemical,1
HSNL,ADLR,chemical,1
HSNL,AIAL,chemical,8
HSNL,AIMR,chemical,2
HSNL,AIZL,chemical,6
HSNL,AIZR,chemical,3
HSNL,ASHL,chemical,3
HSNL,ASHR,chemical,1
HSNL,ASJR,chemical,2
HSNL,ASKL,chemical,3
HSNL,ASKR,chemical,2
HSNL,AVFL,chemical,11
HSNL,AVFR,chemical,4
HSNL,AVJL,chemical,3
HSNL,AWAR,chemical,3
HSNL,AWBL,chemical,5
HSNL,AWBR,chemical,3
HSNL,HSNL,chemical,1
HSNL,HSNR,chemical,5
HSNL,MVL11,chemical,1
HSNL,MVL15,chemical,3
HSNL,MVL16,chemical,1
HSNL,MVR11,chemical,1
HSNL,PVQL,chemical,1
HSNL,RIFL,chemical,9
HSNL,RIML,chemical,4
HSNL,RIR,chemical,3
HSNL,RMGR,chemical,1
HSNL,VC5,chemical,9
HSNL,hyp,chemical,1
HSNL,vm2AL,chemical,6
HSNL,vm2AR,chemical,6
HSNL,vm2PL,chemical,6
HSNL,vm2PR,chemical,6
HSNR,AIAL,chemical,3
HSNR,AIBL,chemical,2
HSNR,AIZL,chemical,3
HSNR,AIZR,chemical,1
HSNR,AS5,chemical,2
HSNR,ASHL,chemical,4
HSNR,AVDR,chemical,1
HSNR,AVEL,chemical,1
HSNR,AVER,chemical,1
HSNR,AVFL,chemical,4
HSNR,AVFR,chemical,2
HSNR,AVHL,chemical,2
HSNR,AVHR,chemical,2
HSNR,AVJL,chemical,3
HSNR,AWBL,chemical,2
HSNR,BDUR,chemical,2
HSNR,DA5,chemical,2
HSNR,DA6,chemical,1
HSNR,DB5,chemical,1
HSNR,HSNL,chemical,1
HSNR,MVR09,chemical,1
HSNR,MVR10,chemical,4
HSNR,MVR15,chemical,1
HSNR,MVR16,chemical,2
HSNR,PVNR,chemical,2
HSNR,PVPR,chemical,1
HSNR,PVQR,chemical,1
HSNR,PVT,chemical,1
HSNR,RIFR,chemical,6
HSNR,RIML,chemical,1
HSNR,RIMR,chemical,1
HSNR,RMDDR,chemical,1
HSNR,RMGR,chemical,1
HSNR,SABD,chemical,1
HSNR,SABVR,chemical,1
HSNR,VA6,chemical,2
HSNR,VC2,chemical,6
HSNR,VC3,chemical,1
HSNR,VC4,chemical,1
HSNR,VC5,chemical,2
HSNR,vm2AL,chemical,6
HSNR,vm2AR,chemical,6
HSNR,vm2PL,chemical,6
HSNR,vm2PR,chemical,6
I1L,I2L,chemical,10
I1L,I3,chemical,3
I1L,I5,chemical,2
I1L,I6,chemical,1
I1L,M2L,chemical,3
I1L,M3L,chemical,8
I1L,M3R,chemical,2
I1L,MCL,chemical,2
I1L,MCR,chemical,2
I1L,MI,chemical,2
I1L,NSML,chemical,3
I1L,pm1,chemical,2
I1L,pm3VL,chemical,7
I1L,pm4D,chemical,1
I1L,pm4VL,chemical,2
I1R,I2R,chemical,6
I1R,I3,chemical,1
I1R,I5,chemical,2
I1R,M1,chemical,1
I1R,M2L,chemical,1
I1R,M2R,chemical,3
I1R,M3L,chemical,1
I1R,M3R,chemical,6
I1R,MCL,chemical,3
I1R,MCR,chemical,4
I1R,MI,chemical,1
I1R,NSML,chemical,1
I1R,NSMR,chemical,2
I1R,pm1,chemical,2
I1R,pm3D,chemical,2
I1R,pm3VR,chemical,5
I1R,pm4D,chemical,1
I1R,pm4VR,chemical,2
I1R,pm5D,chemical,2
I1R,pm5VR,chemical,1
I2L,I1L,chemical,2
I2L,I2R,chemical,3
I2L,I4,chemical,13
I2L,I5,chemical,2
I2L,I6,chemical,2
I2L,M1,chemical,1
I2L,M3R,chemical,3
I2L,M4,chemical,4
I2L,NSML,chemical,14
I2L,NSMR,chemical,24
I2L,e3VL,chemical,1
I2L,pm3VL,chemical,1
I2L,pm4VL,chemical,2
I2L,pm5D,chemical,1
I2L,pm5VL,chemical,2
I2L,pm5VR,chemical,1
I2R,I1R,chemical,1
I2R,I2L,chemical,3
I2R,I4,chemical,20
I2R,I5,chemical,2
I2R,I6,chemical,3
I2R,M1,chemical,3
I2R,M2R,chemical,2
I2R,M3R,chemical,2
I2R,M4,chemical,3
I2R,MCL,chemical,1
I2R,NSML,chemical,34
I2R,NSMR,chemical,7
I2R,e3VR,chemical,1
I2R,pm1,chemical,1
I2R,pm3VR,chemical,1
I2R,pm4D,chemical,2
I2R,pm4VL,chemical,1
I2R,pm5VL,chemical,1
I2R,pm5VR,chemical,4
I3,I1L,chemical,1
I3,I1R,chemical,1
I3,I5,chemical,2
I3,I6,chemical,1
I3,M1,chemical,2
I3,M2L,chemical,2
I3,M3L,chemical,2
I3,M3R,chemical,2
I3,M4,chemical,2
I3,MCL,chemical,1
I3,MCR,chemical,2
I3,MI,chemical,1
I3,NSMR,chemical,2
I3,pm4D,chemical,2
I3,pm5D,chemical,4
I4,I2R,chemical,7
I4,I5,chemical,2
I4,M2L,chemical,5
I4,M3L,chemical,6
I4,M3R,chemical,22
I4,MI,chemical,1
I4,NSML,chemical,8
I4,NSMR,chemical,15
I4,pm4D,chemical,1
I4,pm5VL,chemical,11
I4,pm5VR,chemical,2
I5,I1L,chemical,2
I5,I2L,chemical,3
I5,I2R,chemical,1
I5,I3,chemical,1
I5,I4,chemical,7
I5,M1,chemical,3
I5,M2L,chemical,4
I5,M3L,chemical,4
I5,M3R,chemical,2
I5,M4,chemical,19
I5,M5,chemical,2
I5,MI,chemical,4
I5,NSML,chemical,1
I5,NSMR,chemical,5
I5,g1AL,chemical,9
I5,g1AR,chemical,6
I5,pm5VL,chemical,4
I5,pm5VR,chemical,14
I5,pm6VL,chemical,1
I6,I1R,chemical,1
I6,I2L,chemical,1
I6,I2R,chemical,4
I6,I3,chemical,12
I6,M3L,chemical,10
I6,M4,chemical,15
I6,NSML,chemical,24
I6,NSMR,chemical,23
I6,bm,chemical,2
I6,g1P,chemical,2
I6,pm5D,chemical,13
IL1DL,IL2DL,chemical,1
IL1DL,MDL01,chemical,11
IL1DL,MDL02,chemical,4
IL1DL,MDL03,chemical,5
IL1DL,MDL06,chemical,9
IL1DL,MDR07,chemical,2
IL1DL,RIPL,chemical,11
IL1DL,RMDDR,chemical,3
IL1DL,RMDVL,chemical,3
IL1DL,RMEL,chemical,1
IL1DL,URADL,chemical,10
IL1DR,IL1DR,chemical,1
IL1DR,IL1R,chemical,2
IL1DR,IL2DR,chemical,5
IL1DR,MDR01,chemical,14
IL1DR,MDR02,chemical,6
IL1DR,MDR03,chemical,12
IL1DR,OLLR,chemical,1
IL1DR,PVR,chemical,5
IL1DR,RIPR,chemical,28
IL1DR,RMDDL,chemical,11
IL1DR,RMDVR,chemical,32
IL1DR,URADR,chemical,8
IL1DR,URYDR,chemical,2
IL1L,ADEL,chemical,3
IL1L,AVER,chemical,5
IL1L,IL2L,chemical,1
IL1L,MDL03,chemical,16
IL1L,MDL04,chemical,15
IL1L,MDL05,chemical,7
IL1L,MVL01,chemical,20
IL1L,MVL02,chemical,6
IL1L,MVL04,chemical,4
IL1L,OLLL,chemical,1
IL1L,RMDDL,chemical,20
IL1L,RMDR,chemical,9
IL1L,RMDVL,chemical,22
IL1L,RMDVR,chemical,5
IL1L,RMER,chemical,4
IL1L,RMGL,chemical,1
